3Ltr,Company,Country,Telephony
ASI,"AEROGUARD FLIGHT TRAINING CENTER (PHOENIX, AZ)",UNITED STATES,AEROSUN
ASJ,ASTONJET,FRANCE,ASTONJET
ASK,AERO SKY S.L.,SPAIN,MULTISKY
ASL,AIR SERBIA,SERBIA,AIR SERBIA
ASM,AWESOME FLIGHT SERVICES (PTY) LTD,SOUTH AFRICA,AWESOME
ASN,RS SERVICIOS DE TELEDETECCION,SPAIN,AIRSENSING
ASO,AEROSUL TAXI AEREO LTDA,BRAZIL,AEROSUL
ASP,AIRSPRINT INC.,CANADA,AIRSPRINT
ASQ,EXPRESSJET AIRLINES,UNITED STATES,ACEY
ASR,AERO SOTRAVIA,FRANCE,SOTRAVIA
AST,THAI SUMMER AIRWAYS COMPANY LIMITED,THAILAND,THAI SUMMER
ASU,COMPANIA AEREA DEL SUR S.A. (AEROSUR S.A.),URUGUAY,ASUR
ASV,AIR SEOUL,REPUBLIC OF KOREA,AIR SEOUL
ASW,ASIA AIRWAYS,TAJIKISTAN,ASIAWAYS
ASX,AIR SPECIAL,CZECHIA,AIRSPEC
ASY,ROYAL AUSTRALIAN AIR FORCE,AUSTRALIA,AUSSIE
ASZ,"ASCENSION AIR MANAGEMENT, INC. (ATLANTA, GA)",UNITED STATES,ASCENSION
ATA,"AIR TRANSPORT ASSOCIATION OF AMERICA (WASHINGTON, DC)",UNITED STATES,
ATB,AIRLINE TRANSPORT INCORPORATION,BURUNDI,TRANS-BURUNDI
ATC,AIR TANZANIA,UNITED REPUBLIC OF TANZANIA,TANZANIA
ATD,REAL AEROCLUB DE TOLEDO,SPAIN,
ATE,ALATHEER AVIATION,SAUDI ARABIA,
ATF,COMPANIA AEROTECNICAS FOTOGRAFICAS,SPAIN,AEROTECNICAS
ATG,AEROTRANSCARGO,REPUBLIC OF MOLDOVA,MOLDCARGO
ATH,AIRCRAFT SYSTEMS SOUTH AFRICA,SOUTH AFRICA,GLOBESTAR
ATI,ART AVIA,RUSSIAN FEDERATION,ART AVIA
ATK,AEROTAXI CASANARE LTDA.,COLOMBIA,AEROTACA
ATL,"ATLAS AIR SERVICE AG, GANDERKESEE",GERMANY,AIR BREMEN
ATM,AIRLINES OF TASMANIA T/A PAR AVION,AUSTRALIA,AIRTAS
ATN,"AIR TRANSPORT INTERNATIONAL (LITTLE ROCK, AR)",UNITED STATES,AIR TRANSPORT
ATO,AIRWAYS FLYGUTBILDNING AB,SWEDEN,SCHOOL FLIGHT
ATP,"SERVICIOS AEREOS DEL ALTIPLANO, S.A. DE C.V.",MEXICO,ALTIPLANO
ATQ,CHC HELICOPTERS NIGERIA LIMITED,NIGERIA,COLIBRI
ATR,ATRAK AIRLINES,IRAN (ISLAMIC REPUBLIC OF),ATRAK AIR
ATS,ATLAS KHOMEIN KISH,IRAN (ISLAMIC REPUBLIC OF),AIR ATLAS
ATT,AIR TASHKENT,UZBEKISTAN,HANN
ATU,AEROTOURS,GERMANY,BERLIN SKY
ATV,"AVANTI AIR GMBH & CO. KG, BURBACH",GERMANY,AVANTI AIR
ATW,AIR ANTWERP,BELGIUM,DEVIL
ATX,AIRSWIFT TRANSPORT INC.,PHILIPPINES,AIRSWIFT
ATY,AIRTRAFFIC LIMITED,KENYA,AIRCARE
ATZ,ACE AIR,REPUBLIC OF KOREA,ACE TAXI
AUA,AUSTRIAN AIRLINES (AUA) AG,AUSTRIA,AUSTRIAN
AUD,"TRANS NORTHERN AIRWAYS, LLC",UNITED STATES,GENIE
AUE,UNIVERSAL AVIATION ACADEMY,REPUBLIC OF KOREA,AIR UNIVERSE
AUG,GEORGIAN AVIATION UNIVERSITY,GEORGIA,GEO UNIVERSITY
AUH,PRESIDENTIAL FLIGHT,UNITED ARAB EMIRATES,SULTAN
AUI,UKRAINE INTERNATIONAL AIRLINES,UKRAINE,UKRAINE INTERNATIONAL
AUK,AURIC AIR SERVICES LTD,UNITED REPUBLIC OF TANZANIA,AURIC SERVICES
AUL,"SMARTAVIA AIRLINES, JOINT STOCK COMPANY",RUSSIAN FEDERATION,ARCHANGELSK AIR
AUM,AIR ATLANTIC URUGUAY S.A.,URUGUAY,ATLAMUR
AUN,COMMON SKY A & N LUFTFAHRT GMBH,AUSTRIA,COMMON SKY
AUO,"EMPRESA AERO URUGUAY, S.A.",URUGUAY,UNIFORM OSCAR
AUP,AVIA BUSINESS GROUP,RUSSIAN FEDERATION,
AUR,AURIGNY AIR SERVICES LTD.,UNITED KINGDOM,AYLINE
AUT,CIELOS DEL SUR S.A. - AUSTRAL,ARGENTINA,AUSTRAL
AUU,AURORA FLIGHT SCIENCES,UNITED STATES,ARGO
AUX,AIR UGANDA INTERNATIONAL LTD,UGANDA,
AUY,AEROLINEAS URUGUAYAS S.A.,URUGUAY,AUSA
AUZ,AMASZONAS URUGUAY,URUGUAY,URUGUAYO
AVA,AEROVIAS DEL CONTINENTE AMERICANO S.A.,COLOMBIA,AVIANCA
AVB,AVIATION BEAUPORT LTD.,UNITED KINGDOM,BEAUPAIR
AVC,AVIOOTRIAD VARNA LTD,BULGARIA,AIRTEAM VARNA
AVD,ALAMO AVIACION S.L.,SPAIN,ALAMO
AVE,AVEX AIR TRANSPORT (PTY) LTD T/A AVEX AIR,SOUTH AFRICA,AVEX AIR
AVF,"AVES FLIGHT SHARE, S.A. DE C.V.",MEXICO,AVES FLIGHT
AVH,AV8 HELICOPTERS LTD,UNITED KINGDOM,KENT HELI
AVI,"AVIACION AGRICOLA DE LEVANTE, S.A.",SPAIN,
AVJ,AVIA TRAFFIC COMPANY,KYRGYZSTAN,ATOMIC
AVK,AV8 HELICOPTERS,SOUTH AFRICA,AVIATE-COPTER
AVL,"AVIATION ADVENTURES (MANASSAS, VA)",UNITED STATES,SKY VENTURES
AVM,"AVEMEX, S.A. DE C.V.",MEXICO,AVEMEX
AVN,AIR VANUATU,VANUATU,AIR VAN
AVO,AVIATION AT WORK PTY LTD,SOUTH AFRICA,AVIATION WORK
AVP,"AVIACION CORPORATIVA DE PUEBLA, S.A. DE C.V.",MEXICO,AVIA PUEBLA
AVQ,AVIC - INTERNATIONAL FLIGHT TRAINING ACADEMY (AIFA),SOUTH AFRICA,AVIC
AVR,REGIONAL EXPRESS AMERICAS SAS - AVIANCA EXPRESS,COLOMBIA,AVAEXPRESS
AVS,"AVIALSA T-35, S.L.",SPAIN,AVIALSA
AVT,AVIATRADE BUSINESS,CAMEROON,
AVU,"AVISPAIR, S.L.",SPAIN,
AVV,AVIATOR AVIATION,EGYPT,WING MAN
AVW,AVIRO AIR,ROMANIA,AVIRO
AVX,AEROCLUB DE VITORIA,SPAIN,
AVY,"AEROVARADERO, S.A.",CUBA,AEROVARADERO
AVZ,"AIR VALENCIA, S.L.",SPAIN,AIR VALENCIA
AWC,TITAN AIRWAYS LTD,UNITED KINGDOM,ZAP
AWD,PROVIDENCE AVIATION SERVICES (PVT) LIMITED,PAKISTAN,
AWF,"AEROFORWARD, LLC (LAS VEGAS, NV)",UNITED STATES,
AWG,ANIMA WINGS AVIATION S.A.,ROMANIA,ANIMA WINGS
AWH,AEROWEST GMBH,GERMANY,AEROWEST
AWI,"AIR WISCONSIN AIRLINES CORPORATION (APPLETON, WI)",UNITED STATES,WISCONSIN
AWJ,SAHEL AIRLINES,NIGER,SAHEL AIRLINES
AWK,AIRWORK HOLDINGS LIMITED,NEW ZEALAND,AIRWORK
AWM,ASIAN WINGS AIRWAYS LTD,MYANMAR,ASIAN STAR
AWN,AIR NIAMEY S.A.,NIGER,AIR NIAMEY
AWP,AEROWORLD PAKISTAN PRIVATE LTD,PAKISTAN,
AWQ,"INDONESIA AIRASIA, PT.",INDONESIA,WAGON AIR
AWS,ARAB WINGS COMPANY,JORDAN,ARAB WINGS
AWT,ALBAWINGS,ALBANIA,ALBAWINGS
AWU,"SYLT AIR GMBH, SYLT-OST",GERMANY,SYLT AIR
AWW,AWA AIRWAYS,IRAN (ISLAMIC REPUBLIC OF),AWA
AWX,CAA DIRECTORATE OF AIRSPACE POLICY (IFP),UNITED KINGDOM,ALLWEATHER
AWY,AIRWAYS AVIATION ACADEMY LTD,UNITED KINGDOM,RED KITE
AWZ,AIRWEST,SUDAN,
AXA,RP AIRCRAFT MANAGEMENT GMBH,AUSTRIA,AMIRA
AXB,AIR INDIA EXPRESS,INDIA,EXPRESS INDIA
AXC,INDOCHINA AIRLINES JOINT STOCK COMPANY,VIET NAM,AIRSPUP
AXD,AIR EXPRESS,SUDAN,AIR SUDEX
AXE,"AIREXPLORE, S.R.O.",SLOVAKIA,GALILEO
AXG,AIR X CHARTER GERMANY GMBH,GERMANY,FORTUNE
AXH,"SERVICIOS AEREOS A&H, C.A.",VENEZUELA,SERVAY
AXK,AFRICAN EXPRESS AIRWAYS,KENYA,EXPRESS JET
AXL,ANGUILLA AIR SERVICES LTD,UNITED KINGDOM,ANGUILLA
AXM,AIRASIA SDN BHD,MALAYSIA,RED CAP
AXP,"AEROMAX, S.L.",SPAIN,AEROMAX SPAIN
AXQ,ACTION AIRLINES (ACTION AIR CHARTER),UNITED STATES,ACTION AIR
AXT,"AX TRANSPORTER, S.A. DE C.V.",MEXICO,AXTRANSPORTER
AXY,AIR X CHARTER,MALTA,LEGEND
AYA,"FEDERAL AVIATION ADMINISTRATION (FAA) ACADEMY (OKLAHOMA CITY, OK)",UNITED STATES,ACADEMY AIR
AYC,AYA AVIATION,ISRAEL,
AYE,"YUNNAN YINGAN AIRLINES CO., LTD",CHINA,AIR YING AN
AYH,AVIOANDES S.A.,ECUADOR,ANDES
AYJ,ZEMAN NEXTGEN,GERMANY,ALLEY JET
AYL,ALPINE AIR PRIVATE LIMITED,NEPAL,ALPINE NEPAL
AYM,"AIRMAN, S.L.",SPAIN,AIRMAN
AYR,FLIGHT TRAINING EUROPE S.L.,SPAIN,CYGNET
AYT,AYIT AVIATION & TOURISM,ISRAEL,AYIT
AYU,"YUHI AIR LINES CO., LTD",JAPAN,
AYV,"AIRWAYS SERVICES & SUPPORT AS&S, C.A.",VENEZUELA,CARGWAY
AYY,"AIR ALLIANCE EXPRESS AG & CO. KG, BURBACH",GERMANY,LUPUS
AZA,ALITALIA SOCIETÀ AEREA ITALIANA S.P.A.,ITALY,ALITALIA
AZB,ZAMBIA AIRWAYS (2014) LIMITED,ZAMBIA,AIR ZAMBIA
AZD,ZIMEX AVIATION AUSTRIA,AUSTRIA,MAILMAN
AZE,"ARCUS AIR GMBH & CO. KG, ZWEIBRUECKEN",GERMANY,ARCUS AIR
AZF,AIR ZERMATT AG,SWITZERLAND,AIR ZERMATT
AZG,SILK WAY WEST AIRLINES,AZERBAIJAN,SILK WEST
AZH,SW HELICOPTER SERVICES,AZERBAIJAN,HELIAZE
AZI,ASTRA AIRLINES,GREECE,GREEK STAR
AZJ,ZAS AIR,EGYPT,
AZM,AZMAN AIR SERVICES LTD.,NIGERIA,AZMAN AIR
AZN,AMASZONAS S.A.,BOLIVIA,AMAZONAS
AZO,JSC AZIMUTH AIRLINES,RUSSIAN FEDERATION,AZIMUTH-DON
AZP,COMPANIA DE AVIACION PARAGUAYA S.A.,PARAGUAY,GUARANI
AZQ,SILK WAY AIRLINES,AZERBAIJAN,SILK LINE
AZR,ZENITH AIR CC,SOUTH AFRICA,ZENAIR
AZS,AVIACON ZITOTRANS,RUSSIAN FEDERATION,ZITOTRANS
AZT,"AZIMUT, S.A.",SPAIN,AZIMUT
AZU,AZUL LINHAS AEREAS BRASILEIRAS S/A,BRAZIL,AZUL
AZV,AZUR AIR,RUSSIAN FEDERATION,AZUR AIR
AZW,AIR ZIMBABWE,ZIMBABWE,AIR ZIMBABWE
AZX,AIR MAX AFRICA,GABON,AZIMA
AZY,"AZTEC WORLDWIDE AIRLINES, INC. (FT. LAUDERDALE, FL)",UNITED STATES,AZTEC WORLD
AZZ,AZZA TRANSPORT CO. LTD,SUDAN,AZZA TRANSPORT
BAA,BALKAN AGRO AVIATION,BULGARIA,BALKAN AGRO
BAB,BAHRAIN AIR,BAHRAIN,BAHRAIN AIR
BAC,"EAST AERO SERVICE, LLC",RUSSIAN FEDERATION,
BAD,"FLIGHT DEVELOPMENT, LLC (WATKINS, CO)",UNITED STATES,BADLANDS
BAE,BAE SYSTEMS (CORPORATE AIR TRAVEL) LTD,UNITED KINGDOM,FELIX
BAF,BELGIAN AIR FORCE,BELGIUM,BELGIAN AIRFORCE
BAH,BAHRAIN ROYAL FLIGHT (BAH),BAHRAIN,BAHRAIN
BAI,"PUEBLO BONITO AIR, S.A. DE C.V.",MEXICO,BONITO AIR
BAJ,"BAKER AVIATION, INC. (KOTZEBUE, AK)",UNITED STATES,BAKER AVIATION
BAK,"BLACKHAWK AIRWAYS, INC. (JANESVILLE, WI)",UNITED STATES,BLACKHAWK
BAL,BALMORAL CENTRAL CONTRACTS,SOUTH AFRICA,BALMORAL
BAN,BRITISH ANTARCTIC SURVEY,UNITED KINGDOM,PENGUIN
BAO,"BADEN AIRCRAFT OPERATION GMBH, RHEINMUENSTER",GERMANY,AVANGARD
BAP,TRANS INTERNATIONAL EXPRESS AVIATION,UNITED STATES,BIG APPLE
BAQ,BALTIC JET CARGO,LATVIA,LAT CARGO
BAR,ABU DHABI AVIATION,UNITED ARAB EMIRATES,BARAKAH
BAS,AERO SERVICES,BARBADOS,AEROSERV
BAT,BRITISH AIRWAYS (BA) LTD,UNITED KINGDOM,GHERKIN
BAV,BAMBOO AIRWAYS,VIET NAM,BAMBOO
BAW,BRITISH AIRWAYS,UNITED KINGDOM,SPEEDBIRD
BAX,BEST AERO HANDLING LTD,RUSSIAN FEDERATION,
BAY,BRAVO AIRWAYS,UKRAINE,
BBA,BOMBARDIER INC.,CANADA,BOMBARDIER
BBB,BLACKBIRD AIR A/S,DENMARK,BLACKBIRD
BBC,BANGLADESH BIMAN,BANGLADESH,BANGLADESH
BBD,BLUEBIRD NORDIC LTD,ICELAND,BLUE CARGO
BBE,ABABEEL AVIATION CO. LTD,SUDAN,BABEL AIR
BBG,BLUE BIRD AIRWAYS,GREECE,CANDIA BIRD
BBI,X2 AIR LIMITED,NIGERIA,SKY NET
BBJ,BLUE AIR LINES,REPUBLIC OF KOREA,BLUE KOREA
BBK,B&K AERO KZ LLP,KAZAKHSTAN,BABAK
BBN,CAA AIRWORTHINESS DIVISION,UNITED KINGDOM,BRABAZON
BBO,HELISUL,PORTUGAL,BABCOCK
BBR,"SANTA BARBARA AIRLINES, C.A.",VENEZUELA,SANTA BARBARA
BBT,BBN AIRLINES,TURKEY,BIG BLUE
BBW,BB AIRWAYS PVT. LIMITED,NEPAL,BEEBEE AIRWAYS
BBX,BEL AIR AVIATION A/S,DENMARK,BLUEBEL
BBY,BLUE BIRD AVIATION,YEMEN,YEMEN BLUE
BBZ,BLUE BIRD AVIATION LTD,KENYA,COBRA
BCA,"BLUE SKY AVIATION CO., LTD",MONGOLIA,BLUE SKY MONGOLIA
BCB,CARIB EXPRESS,BARBADOS,WAVEBIRD
BCF,B.A.C.H. FLUGBETRIEBSGES.M.B.H.,AUSTRIA,BACH
BCG,MANAGEMENT UNIT OF NORTH SEA MATHEMATICAL MODELS (RBINS-MUMM),BELGIUM,BELGIAN COASTGUARD
BCH,"PHILLIPS AIR (DEL RIO, TX)",UNITED STATES,BEACHBALL
BCI,BLUE ISLANDS,UNITED KINGDOM,BLUE ISLAND
BCJ,BLUE JET CHARTERS SP. Z.O.O.,POLAND,BLUE BOY
BCK,"PRIORITY AVIATION COMPANY, INC (KANSAS CITY, MO)",UNITED STATES,BANKCHECK
BCN,OCEAN AIR,MAURITANIA,BLUE OCEAN
BCR,BRITISH CHARTER,UNITED KINGDOM,BACKER
BCS,"EUROPEAN AIR TRANSPORT, LEIPZIG",GERMANY,EUROTRANS
BCT,BRINGER AIR CARGO TAXI AEREO LTDA.,BRAZIL,
BCU,BOND AIR CARGO,UNITED STATES,BACAIR
BCV,"TRANSPORTES INTERILHAS DE CABO VERDE, SOCIEDADE UNIPESSOAL, SA. TICV",CABO VERDE,MORABEST
BCY,CITYJET,IRELAND,CITY-IRELAND
BDA,BLUE DART AVIATION LTD,INDIA,BLUE DART
BDF,SURVEILLANCE AUSTRALIA P/L,AUSTRALIA,BORDER FORCE
BDG,"MISSISSIPPI STATE UNIVERSITY, MS",UNITED STATES,BULLDOG
BDH,BIRD DOG AVIATION CC.,SOUTH AFRICA,
BDI,BENAIR A/S,DENMARK,BIRDIE
BDJ,"DEER JET (BEIJING) CO., LTD.",CHINA,CROWN JET
BDN,BOSCOMBE DOWN DERA,UNITED KINGDOM,GAUNTLET
BDR,BADR AIRLINES,SUDAN,BADR AIR
BDS,SOUTH ASIAN AIRLINES LTD,BANGLADESH,SOUTH ASIAN
BDV,ABERDAIR AVIATION LIMITED,KENYA,ABERDAV
BDX,MAIL BONDED SERVICES INTERNATIONAL LIMITED T/A BONDED EXCURSIONS,BAHAMAS,SKY PUSHER
BEC,STATE AIR COMPANY BERKUT,KAZAKHSTAN,
BEE,FLYBE LIMITED,UNITED KINGDOM,JERSEY
BEF,"BALEAR EXPRESS, S.L.",SPAIN,BALEAR EXPRESS
BEG,BULGARIAN EAGLE,BULGARIA,BULGARIAN EAGLE
BEK,BERKHUT AIR,KAZAKHSTAN,BEKAIR
BEL,BRUSSELS AIRLINES,BELGIUM,BEELINE
BEN,"SCHWEITZER ENGINEERING LABORATORIES, INC.",UNITED STATES,FRANKLIN
BER,FLY AIR41 AIRWAYS D.O.O.,CROATIA,BERLIN
BET,BETA - BRAZILIAN EXPRESS TRANSPORTES AEREOS LTDA,BRAZIL,BETA CARGO
BEU,BATELEUR AIR CHARTER SERVICES CC,SOUTH AFRICA,BATELEUR
BEV,BELLAVIA LTD,GREECE,BEV AIR
BEY,"BESTFLY, S.L.",SPAIN,BESTFLY
BEZ,"KINGFISHER AIR SERVICES (SAN JUAN, PR)",UNITED STATES,SEA BREEZE
BFA,PRESIDENCE DU FASO,BURKINA FASO,
BFC,"BASLER FLIGHT SERVICE, INC. (OSHKOSH, WI)",UNITED STATES,BASLER
BFD,"BERTELSMANN AG, GUETERSLOH",GERMANY,MEDIA JET
BFF,AIR NUNAVUT,CANADA,AIR BAFFIN
BFG,BRIGHT FLIGHT LTD.,BULGARIA,BRIGHT FLIGHT
BFK,"INNER MONGOLIA NORTHERN EXPRESS GENERAL AVIATION CO., LTD",CHINA,NORTHERN EXPRESS
BFL,BUFFALO AIRWAYS LTD.,CANADA,BUFFALO
BFM,"BEIJING PANAM INTERNATIONAL AVIATION ACADEMY CO., LTD",CHINA,FAN MAY
BFN,COMPAGNIE NATIONALE NAGANAGANI,BURKINA FASO,
BFO,BAKHTAR AFGHAN AIRLINES,AFGHANISTAN,BAKHTAR
BFR,BURKINA AIRLINES,BURKINA FASO,BURKLINES
BFT,BORDER AIR TRAINING,UNITED KINGDOM,BORDER
BFW,VIP AIR TRANSPORT,BAHRAIN,SUMMAN
BFX,FLY AWAY GMBH & CO. KG,GERMANY,BLUE FOX
BFY,BESTFLY AIRCRAFT MANAGEMENT ARUBA,NETHERLANDS,MWANGO BEST
BGA,AIRBUS TRANSPORT INTERNATIONAL (ATI),FRANCE,BELOUGA
BGB,BIG BEND COMMUNITY COLLEGE,UNITED STATES,BIG BEND
BGC,"GOOD JET CO., LTD",CHINA,YANDU
BGE,AEROBRIDGE,UNITED STATES,AEROBRIDGE
BGF,SPECIAL PURPOSE AVIATION OPERATOR-SAO,BULGARIA,BULGARIAN
BGG,"AERO BG, S.A. DE C.V.",MEXICO,AERO BG
BGH,BH AIR,BULGARIA,BALKAN HOLIDAYS
BGI,BRITISH GULF INTERNATIONAL CO. LTD,SAO TOME AND PRINCIPE,BRITISH GULF
BGN,"AIR INTER TRANSPORT CO., LTD.",THAILAND,SKYBUDDY
BGR,BRIDGER AEROSPACE,UNITED STATES,BRIDGER
BGS,SUN AIR BULGARIA,BULGARIA,SUNNY
BGX,"BIGAS GRUP, S.L.",SPAIN,
BGY,BINGO AIRWAYS SP. Z.O.O.,POLAND,SKIMMER
BHA,BUDDHA AIR PVT. LTD,NEPAL,BUDDHA AIR
BHC,"AEROTAXIS DE LA BAHIA, S.A. DE C.V.",MEXICO,BAHIA
BHD,"BANGKOK HELICOPTER SERVICES CO., LTD",THAILAND,BANGKOK DUSIT
BHH,BH HELI LTD,BULGARIA,
BHI,BALKH AIRLINES,AFGHANISTAN,SHARIF
BHK,BLU HALKIN LTD,UNITED KINGDOM,BLUHALKIN
BHL,BRISTOW HELICOPTERS GROUP LTD.,UNITED KINGDOM,BRISTOW
BHN,BRISTOW HELICOPTERS (NIG) LIMITED,NIGERIA,BRISTOW HELICOPTERS
BHO,BHOJA AIRLINES,PAKISTAN,BHOJA
BHR,"BIGHORN AIRWAYS, INC. (SHERIDAN, WY)",UNITED STATES,BIGHORN AIR
BHS,BAHAMAS AIR HOLDINGS LTD.,BAHAMAS,BAHAMAS
BHZ,BHS AVIATION AG,SWITZERLAND,ALPINE STAR
BIA,BOHLKE INTERNATIONAL AIRWAYS,UNITED STATES,BOHLKE
BIB,MICHELIN AIR SERVICES,FRANCE,
BIC,"ALPHALAND AVIATION, INC.",PHILIPPINES,BALESIN
BIG,"BIG ISLAND AIR, INC. (KAILUA - KONA, HI)",UNITED STATES,BIG ISLE
BIH,BRITISH INTERNATIONAL,UNITED KINGDOM,BRINTEL
BIK,AVIO BRAVO,BULGARIA,RED RAY
BIL,BILLUND AIR CENTER A/S,DENMARK,BILAIR
BIN,"BOISE INTERAGENCY FIRE CENTER (BOISE, ID)",UNITED STATES,BISON-AIR
BIO,BIOFLIGHT A/S,DENMARK,BIOFLIGHT
BIR,"BIRD LEASING, INC. (NORTH ANDOVER, MA)",UNITED STATES,BIRD AIR
BIT,"NORTHEAST AVIATION, INC. (LANSING, IL)",UNITED STATES,RUN BITTY
BIV,AVIASERVICE,GEORGIA,AVIASERVICE
BIZ,BIZJET DE MEXICO S.A. DE C.V.,MEXICO,BIZMEX
BJA,"BAJA AIR, S.A. DE C.V.",MEXICO,BAJA AIR
BJC,BALTIC JET AIRCOMPANY,LATVIA,BALTIC JET
BJF,BAJA FLY S. DE R.L. DE C.V.,MEXICO,BAXA
BJK,"ATLANTIC AIRLINES (ORLANDO, FL)",UNITED STATES,BLACKJACK
BJN,"BEIJING AIRLINES CO., LTD",CHINA,AIR JINGHUA
BJS,"BUSINESS JET SOLUTIONS (DALLAS, TX)",UNITED STATES,SOLUTION
BJT,"ACM AVIATION, INC. (SAN JOSE, CA)",UNITED STATES,BAY JET
BJU,AEROJET AIRLINES,UKRAINE,JET EXPRESS
BJV,"BEIJING VISTAJET AVIATION CO., LTD",CHINA,BEIJING VISTA
BJX,BLUE JET AIRWAYS LIMITED,SOUTH SUDAN,BLUE FLIGHT
BKA,"BANKAIR, INC. (WEST COLUMBIA, SC)",UNITED STATES,BANKAIR
BKB,"STATE OF WEST VIRGINIA, AVIATION DIVISION (CHARLESTON, WV)",UNITED STATES,BLACK BEAR
BKE,"AIRBROCK MANAGEMENT & CHARTER SERVICES, INC.",UNITED STATES,AIR BROCK
BKF,BF-LENTO OY,FINLAND,BAKERFLIGHT
BKH,BARKSTON HEATH FTU (MIL),UNITED KINGDOM,BARKSTON
BKJ,"BARKEN INTERNATIONAL, INC. (SALT LAKE CITY, UT)",UNITED STATES,BARKEN JET
BKK,BLINK LTD,UNITED KINGDOM,BLINKAIR
BKL,AIRCOMPANY BARCOL,RUSSIAN FEDERATION,BARCOL
BKM,"ADVISORS AVIATION (ST. LOUIS, MO)",UNITED STATES,CARDINAL
BKN,SAINT LOUIS UNIVERSITY,UNITED STATES,BILLIKEN
BKO,BRIKO AIR SERVICE LTD,TRINIDAD AND TOBAGO,BRIKO
BKP,BANGKOK AIRWAYS,THAILAND,BANGKOK AIR
BKR,"CIVIL AIR PATROL, SOUTH CAROLINA WING (COLUMBIA, SC)",UNITED STATES,BOX KAR
BKS,"ATLANTIC COAST AIRCRAFT SERVICES (READING, PA)",UNITED STATES,BERKS
BKT,TAB CHARTERS (PTY) LTD,SOUTH AFRICA,BLACKTAIL
BKV,BUKOVYNA,UKRAINE,BUKOVYNA
BKY,BLUESKY AIRWAYS,BOTSWANA,BLUE AIRWAYS
BLA,BLUE AIR AVIATION S.A.,ROMANIA,BLUE AIR
BLB,BLUE BIRD AVIATION CO. LTD,SUDAN,BLUEBIRD SUDAN
BLC,BELLESAVIA,BELARUS,BELLESAVIA
BLD,BOURNEMOUTH COMMERCIAL FLIGHT TRAINING CENTRE,UNITED KINGDOM,BLACKADDER
BLE,"EXECUTIVE AIR SERVICES, LLC (MIAMI, FL)",UNITED STATES,BLUEWATER
BLG,BELGAVIA (SOCIETE DE HANDLING),BELGIUM,BELGAVIA
BLH,"BLUE HORIZON TRAVEL CLUB (CINCINNATI, OH)",UNITED STATES,BLUE HORIZON
BLI,"THYSSEN KRUPP AG, DUESSELDORF",GERMANY,BLUELINE
BLK,USAC AIRWAYS 695 LLC,UNITED STATES,AERO BLACK
BLL,BALTIC AIRLINES,RUSSIAN FEDERATION,BALTIC AIRLINES
BLM,"HELICOPTEROS PERSONALES, S.A.",PANAMA,HELI PER
BLN,BELTON PARK 59 (PTY) T/A BELTON AIR,SOUTH AFRICA,BELTON
BLO,VC BELOGORIE,RUSSIAN FEDERATION,BELOGORIE
BLP,BLIMP S.L,SPAIN,
BLR,METROPOLITAN AVIATION,UNITED STATES,BLUERIDGE
BLS,BEARSKIN LAKE AIR SERVICE LIMITED,CANADA,BEARSKIN
BLT,AIR ET COMPAGNIE,FRANCE,BLUE TIE
BLU,"SOLUTIONS AIR CHARTER, LLC (ZIONSVILLE, IN)",UNITED STATES,BLUEGRASS
BLV,BELL-VIEW AIRLINES LIMITED,NIGERIA,BELLVIEW AIRLINES
BLW,WERMLANDSFLYG OPERATIONS AB,SWEDEN,BLUESTAR
BLX,TUIFLY NORDIC AB,SWEDEN,BLUESCAN
BLY,BLUE RIDGE AERO SERVICES,UNITED STATES,BLUE AERO
BLZ,"AERO BARLOZ, S.A. DE C.V.",MEXICO,AEROLOZ
BMD,BRITISH MEDICAL CHARTER,UNITED KINGDOM,BRITISH MEDICAL
BME,BRIGGS MARINE ENVIRONMENTAL SERVICES LTD,UNITED KINGDOM,BRIGGS
BMG,IMAGE AIR CHARTER LTD,CANADA,BOOMERANG
BMJ,"BEMIDJI AIRLINES (BEMIDJI, MN)",UNITED STATES,BEMIDJI
BML,BISMILLAH AIRLINES LTD,BANGLADESH,BISMILLAH
BMP,"BUNDLED AERIAL MAPPING ASSTS, LLC (HUNTSVILLE, AL)",UNITED STATES,AIR BAMA
BMR,BRITISH MIDLAND REGIONAL LTD,UNITED KINGDOM,MIDLAND
BMT,"BAHAMAS HABITAT (CARY, NC)",UNITED STATES,SYMONETTE
BMW,"BMW FLUGDIENST, MUENCHEN-FLUGHAFEN",GERMANY,BMW-FLIGHT
BMX,BANCO DE MEXICO,MEXICO,BANXICO
BNA,"BUN AIR CORPORATION (BEDFORD, PA)",UNITED STATES,BUN AIR
BNB,"BEYOND GENERAL AVIATION CO., LTD.",CHINA,DAZZLE
BNC,"SUNDANCE AIR, INCORPORATED (DENVER, CO)",UNITED STATES,BARNACLE AIR
BND,BOND OFFSHORE HELICOPTERS LTD,UNITED KINGDOM,BOND
BNF,BRISTOL FLIGHT TRAINING CENTRE LTD,UNITED KINGDOM,BRUNEL
BNG,BN GROUP LIMITED,UNITED KINGDOM,VECTIS
BNH,"GUANGZHOU BAONENG BUSINESS AVIATION CO., LTD.",CHINA,BAONENG JET
BNI,BARTOLINI AIR REGIONAL,POLAND,BARTOLINI
BNJ,ASL,BELGIUM,JET BELGIUM
BNL,BERNIQ AIRWAYS,LIBYA,MANARA
